ordem,pid,moradia_classe,moradia_zoneamento,lote_fachada,lote_area,rua_tipo,beco_tipo,lote_formato,terreno_contorno,utilidades,lote_config,terreno_declive,vizinhanca,condicao_1,condicao_2,moradia_tipo,moradia_estilo,geral_qualidade,geral_condicao,construcao_ano,remodelacao_ano,telhado_estilo,telhado_material,exterior_cobertura_1,exterior_cobertura_2,alvenaria_tipo,alvenaria_area,exterior_qualidade,exterior_condicao,fundacao_tipo,porao_qualidade,porao_condicao,porao_exposicao,porao_acabamento_1,porao_area_com_acabamento_1,porao_acabamento_2,porao_area_com_acabamento_2,porao_area_sem_acabamento,porao_area_total,porao_num_banheiros,porao_num_banheiros_lavabos,aquecimento_tipo,aquecimento_qualidade_condicao,ar_condicionado_central,sistema_eletrico_tipo,primeiro_andar_area,segundo_andar_area,acabamento_baixa_qualidade_area,acima_solo_area,acima_solo_num_banheiros,acima_solo_num_lavabos,acima_solo_num_quartos,acima_solo_num_cozinhas,cozinha_qualidade,acima_solo_num_comodos,funcional,total_num_lareiras,lareira_qualidade,garagem_tipo,garagem_ano_construcao,garagem_acabamento,garagem_capacidade_carros,garagem_area,garagem_qualidade,garagem_condicao,entrada_veiculo_pavimentada,deck_madeira_area,varanda_aberta_area,varanda_fechada_area,varanda_3ssn_area,varanda_com_tela_area,piscina_area,piscina_qualidade,cerca_qualidade,funcionalidades_diversas,funcionalidades_valor,venda_mes,venda_ano,venda_tipo,venda_condicao,venda_valor,
740,740,903230100,30,Residencial média densidade,60,6911,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,fachada em dois lados da propriedade,declive leve,Brookside,adjacente a rua alimentadora,normal,família única,um andar,média,média,1924,1950,duas águas,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,média,concreto derrramado,média,média,exposição mínima,baixa qualidade,405,não finalizado,0,740,1145,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1301,0,0,1301,1,0,2,1,regular,5,deduções menores 1,0,NA,garagem não anexada à casa,1965,não terminada,2,440,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD ,venda normal,100000
741,741,903231010,50,Residencial média densidade,51,6120,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Brookside,normal,normal,família única,um andar e meio (segundo nível terminado),média,acima da média,1936,1950,duas águas,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,regular,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,927,927,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1067,472,0,1539,1,1,3,1,média,5,funcionalidade típica,0,NA,garagem não anexada à casa,1995,não terminada,2,576,média,média,Y,112,0,0,0,0,0,NA,mínima privacidade,NA,0,4,2009,WD ,venda normal,141500
742,742,903231030,50,Residencial média densidade,51,6120,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Brookside,normal,normal,família única,um andar e meio (segundo nível terminado),abaixo da média,boa,1935,1995,duas águas,telha padrão (composto),telha de amianto,telha de amianto,nenhum,0,m\u00e9dia,média,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,884,884,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,989,584,0,1573,1,0,3,1,boa,6,funcionalidade típica,0,NA,garagem não anexada à casa,1935,não terminada,1,240,média,média,Y,0,0,54,0,120,0,NA,NA,NA,0,7,2009,WD ,venda normal,133000
743,743,903231060,30,Residencial média densidade,51,6120,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Brookside,normal,normal,família única,um andar,ruim,regular,1936,1950,duas águas,telha padrão (composto),telha de amianto,telha de amianto,nenhum,0,regular,regular,tijolo e telha,média,regular,No,não finalizado,0,não finalizado,0,264,264,0,0,forno de gravidade,regular,N,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),800,0,0,800,1,0,1,1,regular,4,deduções maiores 1,1,ruim,NA,NA,NA,0,0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,1,2009,contrato de baixo pagamento inicial e juros baixos,venda normal,60000
744,744,903231130,30,Residencial média densidade,51,6120,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Brookside,normal,normal,família única,um andar,média,boa,1931,1993,duas águas,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,média,tijolo e telha,média,média,No,alojamento abaixo da média,209,não finalizado,0,506,715,1,0,forno de ar quente a gás,média,Y,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),875,0,0,875,1,0,2,1,média,5,funcionalidade típica,0,NA,garagem não anexada à casa,1931,não terminada,1,180,regular,média,Y,48,0,0,0,0,0,NA,NA,NA,0,11,2009,WD ,venda normal,105000
745,745,903232060,30,Residencial média densidade,51,6120,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Brookside,normal,normal,família única,um andar,média,acima da média,1925,1999,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,média,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,960,960,0,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,995,0,0,995,1,0,2,1,média,5,funcionalidade típica,0,NA,garagem não anexada à casa,1926,não terminada,1,264,média,média,Y,0,15,51,0,0,0,NA,mínima privacidade,NA,0,3,2009,WD ,venda anormal,115000
746,746,903234220,50,Residencial média densidade,51,6120,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Brookside,normal,normal,família única,um andar e meio (segundo nível terminado),média,acima da média,1938,1950,duas águas,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,média,tijolo e telha,média,regular,No,baixa qualidade,273,não finalizado,0,679,952,0,0,forno de ar quente a gás,média,Y,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),994,588,0,1582,2,0,3,1,média,6,funcionalidade típica,1,boa,garagem não anexada à casa,1938,não terminada,1,250,regular,média,Y,189,0,34,150,0,0,NA,NA,NA,0,2,2009,WD ,venda normal,150000
747,747,903236040,30,Residencial média densidade,50,8635,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Brookside,normal,normal,família única,um andar,média,média,1925,1950,quadril,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,regular,tijolo e telha,média,média,No,baixa qualidade,134,não finalizado,0,938,1072,1,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1072,0,0,1072,1,0,2,1,média,5,funcionalidade típica,0,NA,garagem não anexada à casa,1982,não terminada,5,1184,regular,média,parcialmente pavimentada,0,0,105,0,0,0,NA,NA,NA,0,8,2009,WD ,venda normal,126500
748,748,903400220,75,Residencial baixa densidade,NA,11888,pavimentada,pavimentado,levemente irregular,bancada,todas as utilidades p\u00fablicas,lote interno,declive leve,Brookside,"próximo a recurso positivo - parque, cinturão verde etc",normal,família única,dois andares e meio (segundo nível não terminado),acima da média,acima da média,1916,1994,duas águas,telha padrão (composto),tapume de madeira,Wd Shng,nenhum,0,m\u00e9dia,média,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,844,844,0,0,forno de ar quente a gás,boa,N,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),1445,689,0,2134,2,0,5,1,boa,10,funcionalidade típica,0,NA,garagem não anexada à casa,1930,não terminada,2,441,média,média,Y,0,60,268,0,0,0,NA,NA,NA,0,7,2009,WD ,venda normal,214500
749,749,903425245,70,Residencial baixa densidade,60,11414,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Brookside,adjacente à ferrovia Norte-Sul,adjacente a rua alimentadora,família única,dois andares,boa,muito boa,1910,1993,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,boa,tijolo e telha,boa,média,No,não finalizado,0,não finalizado,0,728,728,0,0,forno de ar quente a gás,média,N,disjuntores padrão e Romex,1136,883,0,2019,1,0,3,1,boa,8,funcionalidade típica,0,NA,garagem não anexada à casa,1997,não terminada,2,532,média,média,Y,509,135,0,0,0,0,NA,boa privacidade,NA,0,10,2009,WD ,venda normal,167500
750,750,903427120,70,Residencial média densidade,57,8094,pavimentada,cascalho,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Old Town,normal,normal,família única,dois andares,acima da média,acima da média,1915,1950,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,média,concreto derrramado,média,média,No,não finalizado,0,não finalizado,0,1048,1048,0,0,forno de ar quente a gás,boa,Y,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),1048,720,0,1768,2,0,3,1,média,8,funcionalidade típica,0,NA,garagem não anexada à casa,1930,não terminada,2,576,regular,regular,Y,0,0,150,0,0,0,NA,NA,NA,0,6,2009,WD ,venda normal,155000
751,751,903429080,70,Residencial média densidade,50,2500,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Old Town,normal,normal,família única,dois andares,boa,muito boa,1915,2005,duas águas,telha padrão (composto),reboco,reboco,nenhum,0,boa,média,concreto derrramado,média,média,No,alojamento médio,299,não finalizado,0,611,910,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,916,910,0,1826,1,1,4,1,excelente,7,deduções menores 2,1,boa,anexada à casa,1915,não terminada,1,164,regular,regular,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,venda normal,155000
752,752,903429110,70,Residencial média densidade,68,9928,pavimentada,cascalho,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Old Town,normal,normal,família única,dois andares,boa,muito boa,1915,1994,duas águas,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,boa,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,672,672,0,0,forno de ar quente a gás,regular,Y,disjuntores padrão e Romex,1272,672,0,1944,2,0,3,1,média,8,deduções menores 2,0,NA,garagem não anexada à casa,1915,não terminada,1,216,média,média,N,24,28,0,0,0,0,NA,NA,galpão,400,6,2009,WD ,venda normal,179900
753,753,903430060,75,Residencial média densidade,92,5520,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Old Town,normal,normal,família única,dois andares e meio (segundo nível terminado),acima da média,acima da média,1912,1950,duas águas,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,não finalizado,0,não finalizado,0,755,755,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,929,929,371,2229,1,0,5,1,média,8,funcionalidade típica,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,198,30,0,0,0,NA,mínima privacidade,NA,0,7,2009,WD ,venda anormal,104000
754,754,903430070,duplex - todas os estilos e idades,Residencial média densidade,50,3000,pavimentada,cascalho,regular,bancada,todas as utilidades p\u00fablicas,lote interno,declive leve,Old Town,normal,normal,duplex,dois andares,média,muito ruim,1922,1950,quadril,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,média,tijolo e telha,média,regular,No,não finalizado,0,não finalizado,0,1040,1040,0,0,forno de ar quente a gás,média,N,disjuntores padrão e Romex,1088,1040,0,2128,2,0,4,2,média,11,severamente danificada,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,56,0,0,0,0,NA,NA,NA,0,9,2009,WD ,venda anormal,62500
755,755,903451090,70,Residencial média densidade,57,6876,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Iowa DOT and Rail Road,normal,normal,família única,dois andares,acima da média,média,1927,1950,duas águas,telha padrão (composto),madeirra compensada,madeirra compensada,nenhum,0,m\u00e9dia,média,bloco de concreto,média,regular,No,alojamento abaixo da média,522,não finalizado,0,198,720,1,0,forno de ar quente a gás,regular,Y,disjuntores padrão e Romex,1146,784,0,1930,2,0,4,1,média,8,funcionalidade típica,0,NA,anexada à casa,1927,não terminada,1,316,média,média,Y,0,0,213,0,0,0,NA,mínima privacidade,NA,0,8,2009,WD ,venda normal,149000
756,756,903458170,30,Residencial média densidade,52,6240,pavimentada,cascalho,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Iowa DOT and Rail Road,normal,normal,família única,um andar e meio (segundo nível terminado),abaixo da média,média,1925,1950,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento abaixo da média,152,não finalizado,0,628,780,0,0,forno de ar quente a gás,média,Y,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),848,0,360,1208,1,0,2,1,média,5,funcionalidade típica,0,NA,garagem não anexada à casa,1962,não terminada,2,539,média,média,Y,0,23,112,0,0,0,NA,NA,NA,0,1,2009,WD ,venda normal,103000
757,757,903475100,70,Residencial média densidade,NA,5775,pavimentada,NA,moderadamente irregular,bancada,todas as utilidades p\u00fablicas,lote de esquina,declive moderado,Old Town,adjacente a rua alimentadora,normal,família única,dois andares,acima da média,boa,1915,2002,duas águas,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,m\u00e9dia,média,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,483,483,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,741,686,0,1427,1,0,3,1,boa,7,funcionalidade típica,0,NA,anexada à casa,1915,não terminada,1,379,média,média,Y,0,24,112,0,0,0,NA,NA,NA,0,2,2009,WD ,venda normal,123000
758,758,903476090,conversão para 2 famílias - todos os estilos e idades,Residencial média densidade,41,5852,pavimentada,NA,irregular,bancada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Old Town,adjacente a rua alimentadora,normal,conversão para 2 famílias,dois andares e meio (segundo nível não terminado),boa,média,1902,2000,duas águas,telha padrão (composto),tapume de metal,tapume de metal,pedra,188,m\u00e9dia,regular,tijolo e telha,média,regular,No,sala de recreação média,169,não finalizado,0,851,1020,0,0,forno de ar quente a gás,média,N,caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular),978,886,0,1864,2,1,6,1,média,9,funcionalidade típica,0,NA,NA,NA,NA,0,0,NA,NA,N,0,188,102,0,0,0,NA,NA,NA,0,5,2009,WD ,venda normal,97500
759,759,903481120,50,Residencial média densidade,60,5160,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Iowa DOT and Rail Road,normal,normal,família única,um andar e meio (segundo nível terminado),acima da média,acima da média,1927,1950,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,regular,tijolo e telha,média,média,No,não finalizado,0,não finalizado,0,1204,1204,0,0,forno de ar quente a gás,média,Y,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),1204,462,0,1666,1,0,3,1,média,4,funcionalidade típica,0,NA,garagem não anexada à casa,1927,não terminada,1,384,regular,média,Y,0,0,148,0,0,0,NA,NA,NA,0,8,2009,WD ,venda normal,135000
760,760,903481130,salão de entrada dividido (split foyer),Residencial média densidade,86,5160,pavimentada,cascalho,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Iowa DOT and Rail Road,normal,normal,família única,hall de entrada dividido (split foyer),abaixo da média,acima da média,1923,1950,quadril,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,boa,concreto derrramado,boa,regular,exposição média,alojamento abaixo da média,749,sala de recreação média,63,46,858,1,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,892,0,0,892,1,0,1,1,boa,5,deduções menores 2,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,105,0,160,0,NA,NA,NA,0,7,2009,escritura / propriedade do oficial de justiça,venda anormal,70000
761,761,903484110,conversão para 2 famílias - todos os estilos e idades,Residencial média densidade,60,10320,pavimentada,cascalho,regular,bancada,todas as utilidades p\u00fablicas,lote interno,declive leve,Iowa DOT and Rail Road,adjacente a rua arterial,normal,conversão para 2 famílias,dois andares,acima da média,boa,1915,1965,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,boa,bloco de concreto,média,média,No,sala de recreação média,276,alojamento médio,262,160,698,1,0,forno de ar quente a gás,excelente,Y,caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular),754,649,0,1403,1,1,3,1,média,7,funcionalidade típica,0,NA,garagem não anexada à casa,1915,não terminada,1,308,média,média,Y,0,0,288,0,0,0,NA,NA,NA,0,2,2009,WD ,venda normal,116000
762,762,904100190,20,Residencial baixa densidade,50,4280,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,normal,normal,família única,um andar,abaixo da média,excelente,1946,2001,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,boa,bloco de concreto,regular,média,No,não finalizado,0,não finalizado,0,560,560,0,1,forno de ar quente a gás,excelente,Y,caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média),704,0,0,704,1,0,2,1,regular,4,funcionalidade típica,0,NA,abrigo com teto construído ao lado da casa,1946,não terminada,1,220,média,média,Y,0,0,24,0,0,0,NA,NA,NA,0,9,2009,WD ,venda normal,88750
763,763,904301060,duplex - todas os estilos e idades,Residencial baixa densidade,60,10800,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Edwards,normal,normal,duplex,um andar,média,média,1987,1988,duas águas,telha padrão (composto),madeirra compensada,madeirra compensada,nenhum,0,m\u00e9dia,média,bloco de concreto,boa,boa,exposição boa,alojamento bom,1200,não finalizado,0,0,1200,3,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1200,0,0,1200,3,0,3,1,média,5,funcionalidade típica,0,NA,NA,NA,NA,0,0,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD ,alocação,179000
764,764,904301070,duplex - todas os estilos e idades,Residencial baixa densidade,60,10800,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Edwards,normal,normal,duplex,um andar,média,média,1987,1988,duas águas,telha padrão (composto),madeirra compensada,madeirra compensada,nenhum,0,m\u00e9dia,boa,bloco de concreto,boa,boa,exposição boa,alojamento bom,1200,não finalizado,0,0,1200,3,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1200,0,0,1200,3,0,3,1,média,5,funcionalidade típica,0,NA,NA,NA,NA,0,0,NA,NA,Y,120,0,0,0,0,0,NA,NA,NA,0,3,2009,WD ,alocação,179000
